fips,"Total publicly funded clinics, 2015 [1]","no. of women with demand, 18 and under to 44",No. of clinics per women with demand,No. of clinics per 1000 women with demand
31167,u,600.0000,#VALUE!,#VALUE!
31169,1.0000,390.0000,0.0026,2.5641
31171,u,60.0000,#VALUE!,#VALUE!
31173,3.0000,740.0000,0.0041,4.0541
31175,u,370.0000,#VALUE!,#VALUE!
31177,u,2130.0000,#VALUE!,#VALUE!
31179,u,1300.0000,#VALUE!,#VALUE!
31181,u,300.0000,#VALUE!,#VALUE!
31183,u,70.0000,#VALUE!,#VALUE!
31185,u,1440.0000,#VALUE!,#VALUE!
32001,2.0000,2590.0000,0.0008,0.7722
32003,16.0000,278030.0000,0.0001,0.0575
32005,3.0000,4080.0000,0.0007,0.7353
32007,5.0000,6450.0000,0.0008,0.7752
32009,u,50.0000,#VALUE!,#VALUE!
32011,2.0000,190.0000,0.0105,10.5263
32013,2.0000,1900.0000,0.0011,1.0526
32015,3.0000,590.0000,0.0051,5.0847
32017,1.0000,440.0000,0.0023,2.2727
32019,4.0000,5320.0000,0.0008,0.7519
32021,2.0000,400.0000,0.0050,5.0000
32023,3.0000,3460.0000,0.0009,0.8671
32027,2.0000,450.0000,0.0044,4.4444
32029,1.0000,290.0000,0.0034,3.4483
32031,9.0000,56210.0000,0.0002,0.1601
32033,2.0000,810.0000,0.0025,2.4691
32510,2.0000,5510.0000,0.0004,0.3630
33001,2.0000,6130.0000,0.0003,0.3263
33003,2.0000,3790.0000,0.0005,0.5277
33005,1.0000,9220.0000,0.0001,0.1085
33007,5.0000,2820.0000,0.0018,1.7730
33009,7.0000,10930.0000,0.0006,0.6404
33011,9.0000,49260.0000,0.0002,0.1827
33013,4.0000,17110.0000,0.0002,0.2338
33015,6.0000,33580.0000,0.0002,0.1787
33017,1.0000,18160.0000,0.0001,0.0551
33019,2.0000,4420.0000,0.0005,0.4525
34001,6.0000,31780.0000,0.0002,0.1888
34003,6.0000,112140.0000,0.0001,0.0535
34005,4.0000,51980.0000,0.0001,0.0770
34007,10.0000,63900.0000,0.0002,0.1565
34009,4.0000,9030.0000,0.0004,0.4430
34011,6.0000,17390.0000,0.0003,0.3450
34013,15.0000,104550.0000,0.0001,0.1435
34015,3.0000,35430.0000,0.0001,0.0847
34017,14.0000,103570.0000,0.0001,0.1352
34019,1.0000,12590.0000,0.0001,0.0794
34021,8.0000,47830.0000,0.0002,0.1673
34023,8.0000,110800.0000,0.0001,0.0722
34025,7.0000,69490.0000,0.0001,0.1007
34027,6.0000,57000.0000,0.0001,0.1053
34029,9.0000,60320.0000,0.0001,0.1492
34031,4.0000,64740.0000,0.0001,0.0618
34033,2.0000,7010.0000,0.0003,0.2853
34035,1.0000,39310.0000,0.0000,0.0254
34037,1.0000,15260.0000,0.0001,0.0655
34039,4.0000,68840.0000,0.0001,0.0581
34041,2.0000,11780.0000,0.0002,0.1698
35001,42.0000,85370.0000,0.0005,0.4920
35003,2.0000,190.0000,0.0105,10.5263
35005,4.0000,7640.0000,0.0005,0.5236
35006,4.0000,3050.0000,0.0013,1.3115
35007,2.0000,990.0000,0.0020,2.0202
35009,3.0000,6420.0000,0.0005,0.4673
35011,2.0000,150.0000,0.0133,13.3333
35013,22.0000,28130.0000,0.0008,0.7821
35015,5.0000,6790.0000,0.0007,0.7364
35017,8.0000,2620.0000,0.0031,3.0534
35019,2.0000,350.0000,0.0057,5.7143
35021,2.0000,40.0000,0.0500,50.0000
35023,3.0000,370.0000,0.0081,8.1081
35025,3.0000,8470.0000,0.0004,0.3542
35027,1.0000,1480.0000,0.0007,0.6757
35028,1.0000,1800.0000,0.0006,0.5556
35029,5.0000,2500.0000,0.0020,2.0000
35031,12.0000,9590.0000,0.0013,1.2513
35033,4.0000,370.0000,0.0108,10.8108
35035,6.0000,7450.0000,0.0008,0.8054
35037,2.0000,720.0000,0.0028,2.7778
35039,11.0000,4280.0000,0.0026,2.5701
35041,4.0000,2730.0000,0.0015,1.4652
35043,13.0000,13720.0000,0.0009,0.9475
35045,6.0000,3030.0000,0.0020,1.9802
35047,18.0000,16120.0000,0.0011,1.1166
35049,19.0000,15310.0000,0.0012,1.2410
35051,2.0000,710.0000,0.0028,2.8169
35053,5.0000,1650.0000,0.0030,3.0303
35055,11.0000,3010.0000,0.0037,3.6545
35057,5.0000,1400.0000,0.0036,3.5714
35059,1.0000,320.0000,0.0031,3.1250
35061,4.0000,8230.0000,0.0005,0.4860
36001,3.0000,43750.0000,0.0001,0.0686
36003,5.0000,5200.0000,0.0010,0.9615
36005,80.0000,205120.0000,0.0004,0.3900
36007,8.0000,23950.0000,0.0003,0.3340
36009,6.0000,8430.0000,0.0007,0.7117
36011,5.0000,8310.0000,0.0006,0.6017
36013,4.0000,14130.0000,0.0003,0.2831
36015,1.0000,9630.0000,0.0001,0.1038
36017,2.0000,4650.0000,0.0004,0.4301
36019,2.0000,9930.0000,0.0002,0.2014
36021,2.0000,6000.0000,0.0003,0.3333
36023,6.0000,6800.0000,0.0009,0.8824
36025,2.0000,4200.0000,0.0005,0.4762
36027,9.0000,34770.0000,0.0003,0.2588
36029,13.0000,113690.0000,0.0001,0.1143
36031,4.0000,3280.0000,0.0012,1.2195
36033,4.0000,4990.0000,0.0008,0.8016
36035,1.0000,5770.0000,0.0002,0.1733
36037,1.0000,6290.0000,0.0002,0.1590
36039,1.0000,4270.0000,0.0002,0.2342
36041,1.0000,330.0000,0.0030,3.0303
36043,u,6760.0000,#VALUE!,#VALUE!
36045,8.0000,14260.0000,0.0006,0.5610
36047,67.0000,392200.0000,0.0002,0.1708
36049,2.0000,2650.0000,0.0008,0.7547
36051,4.0000,7920.0000,0.0005,0.5051
36053,2.0000,8530.0000,0.0002,0.2345
36055,21.0000,95420.0000,0.0002,0.2201
36057,1.0000,5430.0000,0.0002,0.1842
36059,17.0000,160580.0000,0.0001,0.1059
36061,64.0000,279140.0000,0.0002,0.2293
36063,5.0000,24040.0000,0.0002,0.2080
36065,2.0000,25840.0000,0.0001,0.0774
36067,14.0000,58810.0000,0.0002,0.2381
36069,3.0000,12140.0000,0.0002,0.2471
36071,15.0000,44920.0000,0.0003,0.3339
36073,2.0000,4600.0000,0.0004,0.4348
36075,15.0000,13910.0000,0.0011,1.0784
36077,3.0000,7840.0000,0.0004,0.3827
36079,2.0000,10710.0000,0.0002,0.1867
36081,38.0000,320560.0000,0.0001,0.1185
36083,2.0000,19780.0000,0.0001,0.1011
36085,10.0000,59360.0000,0.0002,0.1685
36087,7.0000,37720.0000,0.0002,0.1856
36089,2.0000,26160.0000,0.0001,0.0765
36091,2.0000,18880.0000,0.0001,0.1059
36093,2.0000,3420.0000,0.0006,0.5848
36095,1.0000,1730.0000,0.0006,0.5780
36097,2.0000,3560.0000,0.0006,0.5618
36099,4.0000,13130.0000,0.0003,0.3046
36101,4.0000,10420.0000,0.0004,0.3839
36103,16.0000,175080.0000,0.0001,0.0914
36105,3.0000,7310.0000,0.0004,0.4104
36107,3.0000,5050.0000,0.0006,0.5941
36109,1.0000,17670.0000,0.0001,0.0566
36111,7.0000,20190.0000,0.0003,0.3467
36113,10.0000,6790.0000,0.0015,1.4728
36115,2.0000,6260.0000,0.0003,0.3195
36117,3.0000,9600.0000,0.0003,0.3125
36119,25.0000,115760.0000,0.0002,0.2160
36121,3.0000,3730.0000,0.0008,0.8043
36123,3.0000,2900.0000,0.0010,1.0345
37001,4.0000,19380.0000,0.0002,0.2064
37003,1.0000,3700.0000,0.0003,0.2703
37005,2.0000,850.0000,0.0024,2.3529
37007,2.0000,2460.0000,0.0008,0.8130
37009,2.0000,2180.0000,0.0009,0.9174
37011,2.0000,1530.0000,0.0013,1.3072
37013,3.0000,4850.0000,0.0006,0.6186
37015,3.0000,1710.0000,0.0018,1.7544
37017,2.0000,3360.0000,0.0006,0.5952
37019,2.0000,10920.0000,0.0002,0.1832
37021,4.0000,30960.0000,0.0001,0.1292
37023,2.0000,9240.0000,0.0002,0.2165
37025,3.0000,24730.0000,0.0001,0.1213
37027,3.0000,8570.0000,0.0004,0.3501
37029,1.0000,1080.0000,0.0009,0.9259
37031,1.0000,6620.0000,0.0002,0.1511
37033,3.0000,1950.0000,0.0015,1.5385
37035,2.0000,17450.0000,0.0001,0.1146
37037,3.0000,6560.0000,0.0005,0.4573
37039,2.0000,2270.0000,0.0009,0.8811
37041,1.0000,1330.0000,0.0008,0.7519
37043,1.0000,840.0000,0.0012,1.1905
37045,1.0000,11100.0000,0.0001,0.0901
37047,8.0000,5660.0000,0.0014,1.4134
37049,2.0000,12160.0000,0.0002,0.1645
37051,6.0000,46640.0000,0.0001,0.1286
37053,1.0000,2660.0000,0.0004,0.3759
37055,2.0000,3390.0000,0.0006,0.5900
37057,4.0000,17810.0000,0.0002,0.2246
37059,1.0000,4170.0000,0.0002,0.2398
37061,12.0000,5870.0000,0.0020,2.0443
37063,10.0000,46120.0000,0.0002,0.2168
37065,5.0000,6350.0000,0.0008,0.7874
37067,5.0000,46890.0000,0.0001,0.1066
37069,2.0000,6890.0000,0.0003,0.2903
37071,7.0000,25990.0000,0.0003,0.2693
37073,2.0000,1150.0000,0.0017,1.7391
37075,2.0000,790.0000,0.0025,2.5316
37077,1.0000,6210.0000,0.0002,0.1610
37079,1.0000,1880.0000,0.0005,0.5319
37081,5.0000,70710.0000,0.0001,0.0707
37083,2.0000,5620.0000,0.0004,0.3559
37085,4.0000,16920.0000,0.0002,0.2364
37087,2.0000,6040.0000,0.0003,0.3311
37089,6.0000,10900.0000,0.0006,0.5505
37091,4.0000,2460.0000,0.0016,1.6260
37093,1.0000,7310.0000,0.0001,0.1368
37095,2.0000,410.0000,0.0049,4.8780
37097,3.0000,19640.0000,0.0002,0.1527
37099,1.0000,5860.0000,0.0002,0.1706
37101,3.0000,22260.0000,0.0001,0.1348
37103,2.0000,940.0000,0.0021,2.1277
37105,1.0000,6900.0000,0.0001,0.1449
37107,2.0000,6170.0000,0.0003,0.3241
37109,2.0000,8590.0000,0.0002,0.2328
37111,2.0000,2870.0000,0.0007,0.6969
37113,1.0000,2350.0000,0.0004,0.4255
37115,2.0000,2170.0000,0.0009,0.9217
37117,1.0000,4660.0000,0.0002,0.2146
37119,8.0000,154430.0000,0.0001,0.0518
37121,3.0000,1260.0000,0.0024,2.3810
37123,2.0000,2670.0000,0.0007,0.7491
37125,2.0000,9600.0000,0.0002,0.2083
37127,2.0000,10770.0000,0.0002,0.1857
37129,4.0000,30580.0000,0.0001,0.1308
37131,1.0000,1850.0000,0.0005,0.5405
37133,2.0000,26240.0000,0.0001,0.0762
37135,5.0000,22100.0000,0.0002,0.2262
37137,1.0000,1050.0000,0.0010,0.9524
37139,1.0000,4800.0000,0.0002,0.2083
37141,1.0000,6170.0000,0.0002,0.1621
37143,1.0000,1210.0000,0.0008,0.8264
37145,2.0000,4210.0000,0.0005,0.4751
37147,3.0000,28630.0000,0.0001,0.1048
37149,2.0000,1520.0000,0.0013,1.3158
37151,2.0000,15660.0000,0.0001,0.1277
37153,1.0000,5170.0000,0.0002,0.1934
37155,5.0000,16740.0000,0.0003,0.2987
37157,2.0000,9670.0000,0.0002,0.2068
37159,2.0000,15980.0000,0.0001,0.1252
37161,2.0000,6920.0000,0.0003,0.2890
37163,7.0000,6290.0000,0.0011,1.1129
37165,2.0000,3950.0000,0.0005,0.5063
37167,1.0000,6480.0000,0.0002,0.1543
37169,1.0000,4670.0000,0.0002,0.2141
37171,1.0000,7370.0000,0.0001,0.1357
37173,4.0000,1540.0000,0.0026,2.5974
37175,2.0000,3070.0000,0.0007,0.6515
37177,1.0000,350.0000,0.0029,2.8571
37179,2.0000,26050.0000,0.0001,0.0768
37181,1.0000,5120.0000,0.0002,0.1953
37183,10.0000,144870.0000,0.0001,0.0690
37185,1.0000,1710.0000,0.0006,0.5848
37187,2.0000,1090.0000,0.0018,1.8349
37189,2.0000,8820.0000,0.0002,0.2268
37191,6.0000,14710.0000,0.0004,0.4079
37193,1.0000,6810.0000,0.0001,0.1468
37195,3.0000,9600.0000,0.0003,0.3125
37197,1.0000,3840.0000,0.0003,0.2604
37199,1.0000,1510.0000,0.0007,0.6623
38001,u,180.0000,#VALUE!,#VALUE!
38003,2.0000,1060.0000,0.0019,1.8868
38005,1.0000,650.0000,0.0015,1.5385
38007,u,80.0000,#VALUE!,#VALUE!
38009,u,540.0000,#VALUE!,#VALUE!
38011,u,290.0000,#VALUE!,#VALUE!
38013,u,190.0000,#VALUE!,#VALUE!
38015,1.0000,11450.0000,0.0001,0.0873
38017,5.0000,26680.0000,0.0002,0.1874
38019,u,300.0000,#VALUE!,#VALUE!
38021,u,480.0000,#VALUE!,#VALUE!
38023,1.0000,180.0000,0.0056,5.5556
38025,2.0000,410.0000,0.0049,4.8780
38027,u,190.0000,#VALUE!,#VALUE!
38029,u,250.0000,#VALUE!,#VALUE!
38031,1.0000,290.0000,0.0034,3.4483
38033,u,170.0000,#VALUE!,#VALUE!
38035,3.0000,11060.0000,0.0003,0.2712
38037,u,180.0000,#VALUE!,#VALUE!
38039,u,170.0000,#VALUE!,#VALUE!
38041,u,260.0000,#VALUE!,#VALUE!
38043,u,200.0000,#VALUE!,#VALUE!
38045,u,310.0000,#VALUE!,#VALUE!
38047,u,150.0000,#VALUE!,#VALUE!
38049,u,550.0000,#VALUE!,#VALUE!
38051,u,200.0000,#VALUE!,#VALUE!
38053,1.0000,1420.0000,0.0007,0.7042
38055,1.0000,820.0000,0.0012,1.2195
38057,2.0000,740.0000,0.0027,2.7027
38059,u,3660.0000,#VALUE!,#VALUE!
38061,6.0000,1070.0000,0.0056,5.6075
38063,u,200.0000,#VALUE!,#VALUE!
38065,1.0000,160.0000,0.0063,6.2500
38067,u,580.0000,#VALUE!,#VALUE!
38069,u,340.0000,#VALUE!,#VALUE!
38071,1.0000,1110.0000,0.0009,0.9009
38073,1.0000,460.0000,0.0022,2.1739
38075,u,220.0000,#VALUE!,#VALUE!
38077,1.0000,1890.0000,0.0005,0.5291
38079,4.0000,1540.0000,0.0026,2.5974
38081,u,320.0000,#VALUE!,#VALUE!
38083,1.0000,90.0000,0.0111,11.1111
38085,2.0000,540.0000,0.0037,3.7037
38087,u,50.0000,#VALUE!,#VALUE!
38089,1.0000,3830.0000,0.0003,0.2611
38091,u,170.0000,#VALUE!,#VALUE!
38093,1.0000,2270.0000,0.0004,0.4405
38095,u,160.0000,#VALUE!,#VALUE!
38097,u,770.0000,#VALUE!,#VALUE!
38099,u,980.0000,#VALUE!,#VALUE!
38101,1.0000,9400.0000,0.0001,0.1064
38103,u,290.0000,#VALUE!,#VALUE!
38105,2.0000,4220.0000,0.0005,0.4739
39001,4.0000,2740.0000,0.0015,1.4599
39003,4.0000,11560.0000,0.0003,0.3460
39005,1.0000,6050.0000,0.0002,0.1653
39007,2.0000,9920.0000,0.0002,0.2016
39009,3.0000,11220.0000,0.0003,0.2674
39011,u,4810.0000,#VALUE!,#VALUE!
39013,4.0000,6680.0000,0.0006,0.5988
39015,4.0000,4600.0000,0.0009,0.8696
39017,4.0000,47530.0000,0.0001,0.0842
39019,1.0000,2710.0000,0.0004,0.3690
39021,1.0000,4090.0000,0.0002,0.2445
39023,4.0000,15000.0000,0.0003,0.2667
39025,4.0000,23010.0000,0.0002,0.1738
39027,3.0000,4700.0000,0.0006,0.6383
39029,2.0000,10230.0000,0.0002,0.1955
39031,2.0000,3830.0000,0.0005,0.5222
39033,u,4440.0000,#VALUE!,#VALUE!
39035,26.0000,154280.0000,0.0002,0.1685
39037,4.0000,5250.0000,0.0008,0.7619
39039,2.0000,4210.0000,0.0005,0.4751
39041,3.0000,22440.0000,0.0001,0.1337
39043,2.0000,7850.0000,0.0003,0.2548
39045,8.0000,16990.0000,0.0005,0.4709
39047,2.0000,3170.0000,0.0006,0.6309
39049,23.0000,184490.0000,0.0001,0.1247
39051,1.0000,4520.0000,0.0002,0.2212
39053,1.0000,3260.0000,0.0003,0.3067
39055,1.0000,9000.0000,0.0001,0.1111
39057,1.0000,20590.0000,0.0000,0.0486
39059,2.0000,4140.0000,0.0005,0.4831
39061,42.0000,104670.0000,0.0004,0.4013
39063,1.0000,8940.0000,0.0001,0.1119
39065,2.0000,3770.0000,0.0005,0.5305
39067,3.0000,1390.0000,0.0022,2.1583
39069,2.0000,2710.0000,0.0007,0.7380
39071,4.0000,4280.0000,0.0009,0.9346
39073,1.0000,2960.0000,0.0003,0.3378
39075,1.0000,4830.0000,0.0002,0.2070
39077,2.0000,6260.0000,0.0003,0.3195
39079,1.0000,3630.0000,0.0003,0.2755
39081,3.0000,7330.0000,0.0004,0.4093
39083,1.0000,7100.0000,0.0001,0.1408
39085,1.0000,24710.0000,0.0000,0.0405
39087,8.0000,6680.0000,0.0012,1.1976
39089,1.0000,19520.0000,0.0001,0.0512
39091,2.0000,4810.0000,0.0004,0.4158
39093,7.0000,33480.0000,0.0002,0.2091
39095,14.0000,53410.0000,0.0003,0.2621
39097,2.0000,4340.0000,0.0005,0.4608
39099,2.0000,24790.0000,0.0001,0.0807
39101,1.0000,6590.0000,0.0002,0.1517
39103,1.0000,18890.0000,0.0001,0.0529
39105,2.0000,2230.0000,0.0009,0.8969
39107,u,4210.0000,#VALUE!,#VALUE!
39109,1.0000,11350.0000,0.0001,0.0881
39111,1.0000,1250.0000,0.0008,0.8000
39113,12.0000,64160.0000,0.0002,0.1870
39115,u,1370.0000,#VALUE!,#VALUE!
39117,u,3620.0000,#VALUE!,#VALUE!
39119,2.0000,9880.0000,0.0002,0.2024
39121,1.0000,1100.0000,0.0009,0.9091
39123,1.0000,3670.0000,0.0003,0.2725
39125,u,1800.0000,#VALUE!,#VALUE!
39127,2.0000,3900.0000,0.0005,0.5128
39129,2.0000,6140.0000,0.0003,0.3257
39131,2.0000,2810.0000,0.0007,0.7117
39133,2.0000,21750.0000,0.0001,0.0920
39135,1.0000,3980.0000,0.0003,0.2513
39137,u,3310.0000,#VALUE!,#VALUE!
39139,11.0000,12240.0000,0.0009,0.8987
39141,1.0000,7940.0000,0.0001,0.1259
39143,6.0000,6340.0000,0.0009,0.9464
39145,4.0000,8490.0000,0.0005,0.4711
39147,2.0000,6150.0000,0.0003,0.3252
39149,u,5260.0000,#VALUE!,#VALUE!
39151,7.0000,41580.0000,0.0002,0.1684
39153,5.0000,63530.0000,0.0001,0.0787
39155,2.0000,20970.0000,0.0001,0.0954
39157,1.0000,9690.0000,0.0001,0.1032
39159,2.0000,7520.0000,0.0003,0.2660
39161,1.0000,3000.0000,0.0003,0.3333
39163,1.0000,1270.0000,0.0008,0.7874
39165,3.0000,24890.0000,0.0001,0.1205
39167,u,6450.0000,#VALUE!,#VALUE!
39169,1.0000,13070.0000,0.0001,0.0765
39171,2.0000,3540.0000,0.0006,0.5650
39173,2.0000,18230.0000,0.0001,0.1097
39175,1.0000,2110.0000,0.0005,0.4739
40001,4.0000,2360.0000,0.0017,1.6949
40003,1.0000,440.0000,0.0023,2.2727
40005,2.0000,1310.0000,0.0015,1.5267
40007,2.0000,510.0000,0.0039,3.9216
40009,2.0000,2370.0000,0.0008,0.8439
40011,2.0000,900.0000,0.0022,2.2222
40013,2.0000,5620.0000,0.0004,0.3559
40015,4.0000,2740.0000,0.0015,1.4599
40017,4.0000,17150.0000,0.0002,0.2332
40019,3.0000,5580.0000,0.0005,0.5376
40021,6.0000,6540.0000,0.0009,0.9174
40023,3.0000,1450.0000,0.0021,2.0690
40025,u,170.0000,#VALUE!,#VALUE!
40027,9.0000,39840.0000,0.0002,0.2259
40029,2.0000,570.0000,0.0035,3.5088
40031,4.0000,15810.0000,0.0003,0.2530
40033,1.0000,590.0000,0.0017,1.6949
40035,2.0000,1300.0000,0.0015,1.5385
40037,4.0000,7760.0000,0.0005,0.5155
40039,4.0000,4100.0000,0.0010,0.9756
40041,2.0000,3710.0000,0.0005,0.5391
40043,u,450.0000,#VALUE!,#VALUE!
40045,u,380.0000,#VALUE!,#VALUE!
40047,2.0000,7090.0000,0.0003,0.2821
40049,3.0000,2830.0000,0.0011,1.0601
40051,1.0000,6180.0000,0.0002,0.1618
40053,2.0000,390.0000,0.0051,5.1282
40055,1.0000,470.0000,0.0021,2.1277
40057,1.0000,250.0000,0.0040,4.0000
40059,2.0000,330.0000,0.0061,6.0606
40061,3.0000,1200.0000,0.0025,2.5000
40063,2.0000,1170.0000,0.0017,1.7094
40065,1.0000,3100.0000,0.0003,0.3226
40067,1.0000,540.0000,0.0019,1.8519
40069,3.0000,1160.0000,0.0026,2.5862
40071,6.0000,4860.0000,0.0012,1.2346
40073,1.0000,1570.0000,0.0006,0.6369
40075,1.0000,840.0000,0.0012,1.1905
40077,2.0000,1090.0000,0.0018,1.8349
40079,5.0000,5390.0000,0.0009,0.9276
40081,1.0000,3750.0000,0.0003,0.2667
40083,2.0000,5490.0000,0.0004,0.3643
40085,1.0000,1030.0000,0.0010,0.9709
40087,1.0000,710.0000,0.0014,1.4085
40089,1.0000,1470.0000,0.0007,0.6803
40091,2.0000,4110.0000,0.0005,0.4866
40093,3.0000,4350.0000,0.0007,0.6897
40095,5.0000,3360.0000,0.0015,1.4881
40097,5.0000,1720.0000,0.0029,2.9070
40099,1.0000,1380.0000,0.0007,0.7246
40101,4.0000,8230.0000,0.0005,0.4860
40103,1.0000,1070.0000,0.0009,0.9346
40105,2.0000,1020.0000,0.0020,1.9608
40107,2.0000,1080.0000,0.0019,1.8519
40109,14.0000,103490.0000,0.0001,0.1353
40111,5.0000,4390.0000,0.0011,1.1390
40113,8.0000,4830.0000,0.0017,1.6563
40115,3.0000,3550.0000,0.0008,0.8451
40117,3.0000,1710.0000,0.0018,1.7544
40119,3.0000,13500.0000,0.0002,0.2222
40121,3.0000,4510.0000,0.0007,0.6652
40123,4.0000,4940.0000,0.0008,0.8097
40125,4.0000,9220.0000,0.0004,0.4338
40127,2.0000,970.0000,0.0021,2.0619
40129,u,320.0000,#VALUE!,#VALUE!
40131,3.0000,10490.0000,0.0003,0.2860
40133,5.0000,2550.0000,0.0020,1.9608
40135,3.0000,4600.0000,0.0007,0.6522
40137,1.0000,4770.0000,0.0002,0.2096
40139,1.0000,2420.0000,0.0004,0.4132
40141,1.0000,670.0000,0.0015,1.4925
40143,9.0000,82860.0000,0.0001,0.1086
40145,4.0000,8890.0000,0.0004,0.4499
40147,4.0000,5800.0000,0.0007,0.6897
40149,u,1150.0000,#VALUE!,#VALUE!
40151,1.0000,1040.0000,0.0010,0.9615
40153,1.0000,2260.0000,0.0004,0.4425
41001,1.0000,1310.0000,0.0008,0.7634
41003,5.0000,13650.0000,0.0004,0.3663
41005,12.0000,47240.0000,0.0003,0.2540
41007,2.0000,4140.0000,0.0005,0.4831
41009,4.0000,5410.0000,0.0007,0.7394
41011,6.0000,6220.0000,0.0010,0.9646
41013,3.0000,2150.0000,0.0014,1.3953
41015,3.0000,1730.0000,0.0017,1.7341
41017,13.0000,20340.0000,0.0006,0.6391
41019,11.0000,10510.0000,0.0010,1.0466
41021,u,140.0000,#VALUE!,#VALUE!
41023,1.0000,550.0000,0.0018,1.8182
41025,1.0000,660.0000,0.0015,1.5152
41027,3.0000,2620.0000,0.0011,1.1450
41029,19.0000,23900.0000,0.0008,0.7950
41031,3.0000,2150.0000,0.0014,1.3953
41033,5.0000,8040.0000,0.0006,0.6219
41035,6.0000,7070.0000,0.0008,0.8487
41037,3.0000,610.0000,0.0049,4.9180
41039,12.0000,47030.0000,0.0003,0.2552
41041,7.0000,4200.0000,0.0017,1.6667
41043,2.0000,14140.0000,0.0001,0.1414
41045,4.0000,2980.0000,0.0013,1.3423
41047,7.0000,41010.0000,0.0002,0.1707
41049,3.0000,1200.0000,0.0025,2.5000
41051,40.0000,118130.0000,0.0003,0.3386
41053,4.0000,10550.0000,0.0004,0.3791
41055,u,150.0000,#VALUE!,#VALUE!
41057,4.0000,2190.0000,0.0018,1.8265
41059,4.0000,8370.0000,0.0005,0.4779
41061,2.0000,3080.0000,0.0006,0.6494
41063,2.0000,550.0000,0.0036,3.6364
41065,2.0000,2810.0000,0.0007,0.7117
41067,9.0000,78650.0000,0.0001,0.1144
41069,1.0000,80.0000,0.0125,12.5000
41071,5.0000,12620.0000,0.0004,0.3962
42001,2.0000,11140.0000,0.0002,0.1795
42003,42.0000,154230.0000,0.0003,0.2723
42005,1.0000,6550.0000,0.0002,0.1527
42007,4.0000,17820.0000,0.0002,0.2245
42009,3.0000,4370.0000,0.0007,0.6865
42011,7.0000,48920.0000,0.0001,0.1431
42013,2.0000,13480.0000,0.0001,0.1484
42015,1.0000,6130.0000,0.0002,0.1631
42017,5.0000,69050.0000,0.0001,0.0724
42019,5.0000,20530.0000,0.0002,0.2435
42021,3.0000,14040.0000,0.0002,0.2137
42023,1.0000,390.0000,0.0026,2.5641
42025,u,6480.0000,#VALUE!,#VALUE!
42027,1.0000,24600.0000,0.0000,0.0407
42029,4.0000,60360.0000,0.0001,0.0663
42031,3.0000,4530.0000,0.0007,0.6623
42033,3.0000,7750.0000,0.0004,0.3871
42035,u,5120.0000,#VALUE!,#VALUE!
42037,1.0000,8920.0000,0.0001,0.1121
42039,2.0000,9510.0000,0.0002,0.2103
42041,3.0000,30030.0000,0.0001,0.0999
42043,3.0000,33660.0000,0.0001,0.0891
42045,8.0000,70900.0000,0.0001,0.1128
42047,1.0000,2630.0000,0.0004,0.3802
42049,6.0000,33030.0000,0.0002,0.1817
42051,5.0000,13610.0000,0.0004,0.3674
42053,u,320.0000,#VALUE!,#VALUE!
42055,6.0000,17240.0000,0.0003,0.3480
42057,2.0000,1370.0000,0.0015,1.4599
42059,5.0000,3680.0000,0.0014,1.3587
42061,1.0000,4510.0000,0.0002,0.2217
42063,3.0000,10810.0000,0.0003,0.2775
42065,1.0000,4210.0000,0.0002,0.2375
42067,u,2370.0000,#VALUE!,#VALUE!
42069,6.0000,24390.0000,0.0002,0.2460
42071,8.0000,64760.0000,0.0001,0.1235
42073,2.0000,9270.0000,0.0002,0.2157
42075,3.0000,15620.0000,0.0002,0.1921
42077,5.0000,44160.0000,0.0001,0.1132
42079,7.0000,35070.0000,0.0002,0.1996
42081,1.0000,13160.0000,0.0001,0.0760
42083,u,4340.0000,#VALUE!,#VALUE!
42085,12.0000,12010.0000,0.0010,0.9992
42087,2.0000,4750.0000,0.0004,0.4211
42089,2.0000,19400.0000,0.0001,0.1031
42091,7.0000,96910.0000,0.0001,0.0722
42093,u,1990.0000,#VALUE!,#VALUE!
42095,2.0000,35060.0000,0.0001,0.0570
42097,1.0000,9470.0000,0.0001,0.1056
42099,u,5010.0000,#VALUE!,#VALUE!
42101,75.0000,236180.0000,0.0003,0.3176
42103,u,5300.0000,#VALUE!,#VALUE!
42105,u,1460.0000,#VALUE!,#VALUE!
42107,2.0000,14290.0000,0.0001,0.1400
42109,1.0000,4820.0000,0.0002,0.2075
42111,1.0000,7010.0000,0.0001,0.1427
42113,u,480.0000,#VALUE!,#VALUE!
42115,3.0000,3570.0000,0.0008,0.8403
42117,6.0000,4240.0000,0.0014,1.4151
42119,1.0000,4920.0000,0.0002,0.2033
42121,1.0000,5160.0000,0.0002,0.1938
42123,1.0000,3810.0000,0.0003,0.2625
42125,7.0000,22540.0000,0.0003,0.3106
42127,4.0000,4160.0000,0.0010,0.9615
42129,4.0000,36070.0000,0.0001,0.1109
42131,3.0000,2940.0000,0.0010,1.0204
42133,8.0000,51110.0000,0.0002,0.1565
44001,u,5550.0000,#VALUE!,#VALUE!
44003,8.0000,18840.0000,0.0004,0.4246
44005,1.0000,9300.0000,0.0001,0.1075
44007,26.0000,85630.0000,0.0003,0.3036
44009,4.0000,15060.0000,0.0003,0.2656
45001,2.0000,2690.0000,0.0007,0.7435
45003,5.0000,19290.0000,0.0003,0.2592
